iknow00001	CES(消費性電子展)：自動駕駛系統(Autonomous System)
iknow01916	網路電信商：LoRaWAN：Cellular IoT：移動物聯網：NB-IoT：LTE-M
iknow01917	蘋果(Apple)：智慧手錶(Smart Watch)：穿戴式裝置(Wearable Device)
iknow01918	露營人口：露營經濟學：新型態露營
iknow01919	露營周邊商機：科技結合露營：露營用品品牌經營
iknow01920	露營場地發展：結合在地化特色
iknow01921	日本專利局(JPO)：人工智慧(AI)：專利申請
iknow01922	英特爾(Intel)：紫光展銳 (Unisoc)：清華紫光集團：5G 基頻晶片：半導體市場
iknow01923	區塊鏈(Blockchain)：加密貨幣(cryptocurrency)：比特幣(Bitcoin)：區塊鏈手機(Blockchain Phone)
iknow01924	智慧型手機(Smartphone)：折疊式手機(Foldable Phone) 
iknow01925	智慧機器人(Smart Robot)： 人工智慧(AI)：物聯網(IoT)
iknow01926	Apple：專利收購：家庭監控專利組合：Lighthouse AI：智慧家庭
iknow01927	大腸桿菌：colibactin：癌症
iknow01928	先天遺傳性耳聾：基因療法：腺相關病毒載體
iknow01929	形狀記憶聚合物(shape memory polymer)：FutureBioWorks：血管吻合術
iknow01930	扭曲光束：奈米壓縮光：光學陀螺儀：光子糾纏：光能包：超熒光：矽光子感測器：矽基量子電腦
iknow01931	南韓：手術機器人(Surgical Robotics)
iknow01932	高蛋白稻米：傳統育種：營養價值提升
iknow01933	鈣成像技術：磁振造影(MRI)：光動力療法：氧化逆境(oxidative stress)
iknow01934	聲波檢測：活體細胞硬度檢測：懸浮微通道諧振器
iknow01935	AIoT：人工智慧：物聯網：RISC-V聯盟：CPU架構：精簡指令集
iknow01936	三星電子：下一代存儲器MRAM：半導體：eMRAM
iknow01937	南韓：政府研發投資計劃：大數據：人工智慧：智慧半導體：量子計算：量子感測器
iknow01938	高效太陽能電池：QANTUM太陽能電池：專利訴訟
iknow01939	智慧工廠(smart Factory)：南韓：中小企業：製造創新：新創企業
iknow01940	5G：智慧型手機(Smartphone)：南韓(South Korea)
iknow01941	半導體(Semiconductor)：英特爾(Intel)：DRAM：記憶體(Memory)
iknow01942	穿戴裝置市場(Wearable Device)：耳戴式裝置
iknow01943	虛擬實境(VR)：擴增實境(AR)：頭戴式裝置(Headset Device)：混合實境(XR)：智慧眼鏡(Smart Glass)
iknow01944	微軟(Microsoft)：鴻海(Hon Hai)：專利授權協議：授權費：專利授權合約
iknow01945	Nvidia：半導體收購：Mellanox：以色列：晶片製造
iknow01946	半導體封裝：3D X-ray：成像解決方案
iknow01947	自動駕駛車(Autonomous Car)：無人駕駛車(Self-driving Car)：雷射雷達(Lidar)：感測器(Sensor)
iknow01948	蘋果(Apple, Inc.)：研發支出(R&D Spending)：
iknow01949	先進材料：半導體製程
iknow01950	區塊鏈(Blockchain)：區塊鏈相關工作(blockchain-related jobs)：
iknow01951	智慧機器人(Smart Robot)：人工智慧(AI)：機器人(Robotics)
iknow01952	WIPO：AI (人工智慧)：專利技術趨勢
iknow01953	三星電子：越南：GDP
iknow01954	水滴染料：變色染料：結構顏色
iknow01955	半導體：晶圓投資：市場展望
iknow01956	全球暖化：蒼蠅授粉：農業生產管理：素食：甲醛排放：二氧化硫排放：燃油效率：增效肥料：公民科學：土地監測
iknow01957	南韓：區塊鏈：新興技術投資
iknow01958	發光酶：G蛋白偶聯受體(GPCR)：基因工程：分子生物學技術
iknow01959	傷口癒合：行動式生物列印機：再生醫學
iknow01960	歐盟(EU)：中國戰略(China Stratedge)：中國
iknow01961	麴菌病：皮膚病：蛙壺菌
iknow01962	專利申請：歐洲專利
iknow01963	專利申請：歐洲專利
iknow01964	專利授權公司：Intellectual Ventures：LTE：專利侵權：網通
iknow01965	開源軟體
iknow01966	5G機器人聯盟：南韓：5G機器人：英特爾
iknow01967	行動支付(Mobile Payment)：智慧手錶(Smartwatch)：臉書(Facebook)：微信(WeChat)：區塊鏈
iknow01968	谷歌(Google)：折疊式手機(Foldable Phone)：
iknow01969	南韓：5G商業服務
iknow01970	智慧型手機(Smartphone)：作業系統(OS)：筆記型電腦(Laptop PC：Notebook PC)
iknow01971	虛擬實境(VR)：擴增實境(AR)：頭戴式裝置(Headset Device)：混合實境(MR)
iknow01972	電動車(EV)：無線充電(Wireless Charging)：WiTricity：
iknow01973	磁感測 (magnetic sensor)：磁阻(magnetoresistive)：電動汽車：霍爾IC：汽車電子
iknow01974	以色列：英特爾晶片：中國大陸
iknow01975	成功大學：德國漢諾威工業展
iknow01976	區塊鏈(Blockchain)：智慧城市(Smart City)：物聯網(IoT)
iknow01977	智慧眼鏡(Smart Glass)：穿戴式裝置(Wearable Device)：新創公司
iknow01978	PCT國際專利申請：專利統計
iknow01979	外銷訂單：
iknow01980	兆赫波：電漿子：生物感測器
iknow01981	兆赫波：電漿子：生物感測器
iknow01982	抗菌素耐藥性：污水DNA分析：研究資料融合：環境基因體學：科研資料公開
iknow01983	流感病毒：常規藥物：抗體
iknow01984	紅外線熱像儀：膠體量子點(CQD)：奈米技術
iknow01985	粉塵汙染：空氣汙染：南韓
iknow01986	高通：蘋果：合約糾紛
iknow01987	蘋果：高通：apple：發明人
iknow01988	三星電子：第三代DRAM：10奈米級：高端DRAM市場
iknow01989	全相分析：寄生蟲檢測：深度學習：人工智慧：腦出血：健康隱私：癌症診斷：保育機器人
iknow01990	交通部：5G：商用頻譜釋照
iknow01991	真無線耳機(truly wireless earbud)：頭戴耳機(Headphone)：耳機裝置(Hearable Device)：語音助理(Voice Assistant)
iknow01992	晶圓光罩載具：英特格公司(Entegris)：專利侵權訴訟：智慧財產法院：家登
iknow01993	遊戲機(Game Console)：遊戲串流(Game Streaming)：谷歌(Google)：雲端遊戲(Cloud Gaming)：微軟(Microsoft)
iknow01994	遊戲機(Game Console)：遊戲產業(Game Industry)：
iknow01995	蟑螂剋星：真實利益關係人：多方複審(IPR)：專利訴訟：PTAB
iknow01996	蘋果(Apple, Inc.)：iPad：iMac：AirPod
iknow01997	人機介面(Human-Machine Interface：HMI)：無接觸式控制(Touchless Control)：手勢控制(Gesture Control)：語音啟動(Voice Activation)
iknow01998	技術轉移收入：技轉金：產學合作：南韓
iknow01999	特斯拉(Tesla)：商業機密：Zoox：Autopilot：小鵬汽車：自駕車
iknow02000	智慧運輸系統(ITS)：市場趨勢
iknow02001	歐洲專利局(European Patent Office：EPO)：專利(Patents)：資通訊產業(Information Communication Technology Industry)
iknow02002	5G：智慧型手機(Smartphone)：美國(USA)
iknow02003	自行車
iknow02004	南韓：策略性投資：關鍵技術
iknow02005	聯發科(Mediatek)：超音波感測器：Autus R10：超短距毫米波雷達晶片：汽車電子晶片
iknow02006	中國：晶圓製造：半導體：中芯：華力微(HLMC)
iknow02007	再生原理：主控基因：Early growth response：EGR：早期生長反應
iknow02008	高科技：教育市場：人才斷層：再培訓課程
iknow02009	智慧型手機：產業供應鏈：市場趨勢
iknow02010	超細塵埃顆粒(UFP)：氣候影響：燃煤電廠
iknow02011	愛滋病病毒：CCR5基因：基因突變：癌症治療：骨髓移植
iknow02012	零維材料：聚合物塗層：超薄半導體薄膜：分子籃：石墨烯：有機半導體薄膜：仿生材料：聚多巴胺
iknow02013	機器代理人：運動障礙：PR2移動式機器人
iknow02014	南韓政府：銀行融資：汽車零件商
iknow02015	半導體(Semiconductor)：DRAM：記憶體(Memory)
iknow02016	南韓：5G電信服務：每月資費計劃
iknow02017	智慧型手機(Smartphone)：折疊式顯示器(Foldable Display) 
iknow02018	虛擬實境(VR)：擴增實境(AR)：頭戴式裝置(Headset Device)：混合實境(MR)： 
iknow02019	自動駕駛車(Autonomous Car)：無人駕駛車(Self-driving Car)：雷射雷達(LiDAR)
iknow02020	南韓：Micro LED顯示器：專利統計
iknow02021	南韓：非記憶晶片(non-memory chips)：半導體市場：三星電子：SK海力士
iknow02022	智慧音箱(Smart Speaker)：語音助理(Voice Assistant)：高通(Qualcomm)
iknow02023	人工智慧(AI)：深度學習(Deep Learning)：機器學習(Machine Learning)
iknow02024	三星電子(Samsung Electronics)：華為(Huawei)：中國市場
iknow02025	太陽熱能：催化劑：可再生資源：鋰離子電池：石墨烯：二維材料：電催效率：燃料電池：鎂電池
iknow02026	心血管監測系統：感測器：心臟醫學：充血性心力衰竭
iknow02027	阿茲海默症：眼液測試：β澱粉樣蛋白：tau蛋白
iknow02028	區塊鏈(Blockchain)：支付產業(Payment Industry)：財務服務產業(Financial Service Industry)
iknow02029	氫燃料：太陽能：電解海水
iknow02030	膠體太陽能轉換材料：光熱轉換器：廉價太陽能加熱器
iknow02031	醫療輔助：人工智慧：機器學習
iknow02032	5G：智慧型手機(Smartphone)：蘋果(Apple, Inc.)
iknow02033	5G商轉：手機實測：5G手機
iknow02034	人工智慧(AI)：深度學習(Deep Learning)：機器學習(Machine Learning) ：AI晶片(AI Chip)：近記憶體運算(Near-memory Computing)
iknow02035	三星電子(Samsung Electronics)：5G Modem：Exynos RF 5500：Exynos SM 5800
iknow02036	日本顯示器公司(Japan Display Inc.)：顯示器(Display)：有機發光二極體(OLED)
iknow02037	虛擬實境(VR)：擴增實境(AR)：頭戴式裝置(Headset Device)：
iknow02038	人工智慧 (AI)：半導體：晶片
iknow02039	半導體(Semiconductor)：物聯網(IoT)：人工智慧(AI)
iknow02040	南韓：5G +戰略：5G商業服務
iknow02041	區塊鏈(Blockchain)：線上支付(Online Payment)：PayPal
iknow02042	智慧機器人(Smart Robot)： 人工智慧(AI)： 機器人(Robotics)
iknow02043	網絡危害白皮書：網路平台：內容監督：矽谷科技巨頭
iknow02044	SK海力士 (SK Hynix)：DRAM：10奈米：晶圓：半導體
iknow02045	南韓：5G商轉：斗山機械工程
iknow02046	CAR T細胞療法：免疫療法：光熱療法：癌症治療
iknow02047	日亞化(Nichia)：白光LED：YAG 專利：宏達電(HTC)
iknow02048	光遺傳學：水分利用率：基因工具：植物改良
iknow02049	自駕車：電腦模擬：增強自動駕駛模擬(AADS)
iknow02050	消毒：潔淨水：氣泡加熱殺菌：加熱二氧化碳
iknow02051	高通(Qualcomm)：雲計算：人工智慧：推理運算晶片：數據中心(Data Center)
iknow02052	產學合作：跨領域合作：卓越研究中心：可再生能源
iknow02053	豐田(Toyota)：開放專利：混合動力汽車(hybrid electric vehicles)：共享汽車
iknow02054	三星科技基金會：三星電子：未來技術
iknow02055	日本5G：5G釋照：電波(Microwave)
iknow02056	癌症標靶藥物：癱瘓治療：無線植入物：族譜分析：DNA摺紙奈米結構：基因體定序：癌症檢測
iknow02057	聯網汽車：車聯網：標準必要專利(SEPs)：諾基亞(Nokia)：歐盟：反壟斷調查
iknow02058	5G：智慧型手機(Smartphone)：LTE
iknow02059	5G：頻譜拍賣：美國：寬頻網路
iknow02060	ai：intel：IBM：人工智慧
iknow02061	ai：人工智慧：google：intel
iknow02062	AI：美國：中國：獨角獸公司
iknow02063	人工智慧(AI)：深度學習(Deep Learning)：AI晶片(AI Chip)：量子運算(quantum computing)：量子場理論(quantum field theory)
iknow02064	虛擬實境(VR)：頭戴式裝置(Headset Device)：索尼(Sony)：
iknow02065	三星電子：7奈米EUV晶片：半導體：晶圓代工
iknow02066	自動駕駛車(Autonomous Car)：無人機(Drone)：機器人(Robot)：雷射雷達(LiDAR)
iknow02067	長江存儲(YMTC)：NAND閃存：半導體晶片
iknow02068	德國(German)：電動車(EV)：固態電池(Solid-State Battery)：矽陽極電池(silicon anode battery)：電池技術
iknow02069	日本「AI戰略」：AI人才：人才培育
iknow02070	區塊鏈(Blockchain)：加密貨幣(cryptocurrency)：國際貨幣基金組織(IMF)：世界銀行(World Bank)：學習幣(Learning Coin)
iknow02071	區塊鏈(blockchain)：達悟幣(Tao Coin)：蘭嶼：原住民：社區幣：金融科技
iknow02072	蘋果：高通：專利授權協議：專利糾紛
iknow02073	LG Display(LGD)：中小尺寸軟性OLED顯示器：京東方(BOE)
iknow02074	人工智慧：衛星雲圖：廢棄物排放追蹤：非法汙染：神經網絡
iknow02075	生物感測器：醫療監測：傷口癒合
iknow02076	多晶矽(polysilicon)：太陽電池模板(photovoltaic modules)：太陽能產業
iknow02077	有機框架材料(MOF)：鈦酸鍶：超穎透鏡：碳化矽：氧化石墨烯：DIW 3D列印：強力黏合劑
iknow02078	美國專利訴訟市場：專利訴訟趨勢：專利適格性：專利統計分析
iknow02079	病毒檢測：抗體檢測：低成本手持醫療檢測系統
iknow02080	單向音波：聲凝如線：波行進方向控制：音波放大與抑制
iknow02081	電漿濺射：智慧窗戶：碳足跡：節能
iknow02082	數位駕駛艙(digital cockpits)：三星電子：Harman：車載資訊系統
iknow02083	自動駕駛車(Autonomous Car)：無人駕駛車(Self-driving Car)：軟銀(Softbank)：優步(Uber)
iknow02084	美國專利訴訟：Portal專利訴訟：專利訴訟工具：PTAB：前案懸賞競賽： Unified Patents
iknow02085	智慧音箱(Smart Speaker)：語音助理(Voice Assistant)：
iknow02086	華芯通半導體：高通：伺服器處理器
iknow02087	臉書(Facebook)：語音助理(Voice Assistant)：人工智慧(AI)：擴增實境(AR)：虛擬實境(VR)
iknow02088	蘋果(Apple Inc.)：高通：專利授權費用：通信專利
iknow02089	三星電子：晶圓代工：晶圓設計：非記憶體(non-memory)
iknow02090	物聯網(IoT)：微軟(Microsoft)：雲端服務(Cloud Service)
iknow02091	南韓：KIST：量子位元Qubit：幾何相(geometric phase)：量子運算
iknow02092	英特爾：三星電子：高性能顯示卡：
iknow02093	區塊鏈(Blockchain)：以太坊(Ethereum)：企業以太坊聯盟(EEA)
iknow02094	智慧機器人(Smart Robot)：人工智慧(AI)：機器人(Robotics)
iknow02095	虛擬實境(VR)：擴增實境(AR)：頭戴式裝置(Headset Device)：混合實境(MR)：
iknow02096	歐盟：AI道德指南：人工智慧(AI)
iknow02097	特斯拉公司(Tesla)：自駕車自主晶片：車用晶片：雙核神經網絡陣列
iknow02098	Nokia：5G電信設備：5G商轉
iknow02099	Xilinx：無晶廠半導體：智慧網卡：Solarflare
iknow02100	三星電子：系統半導體：非記憶體晶片：投資計畫
iknow02101	中國電動車(EV)：南韓汽車市場：政府補貼政策
iknow02102	蘋果：5G iPhone：基頻晶片
iknow02103	Google：Wing Aviation公司：美國FAA：無人機送貨執照
iknow02104	Unified Patents Inc：PTAB：可專利性：NPEs：Vilox Technologies：網路零售
iknow02105	水淨化：海洋輪蟲：自推進動力
iknow02106	永續城市：浮動城市：循環經濟
iknow02107	光纖：量子運算：量子位元(qubit)：電漿子(plasmonic)：光電轉換：量子技術政策：超材料(metamaterial)：光通訊
iknow02108	抗凍結：低溫生物技術：新型脂質
iknow02109	南韓：5G應用：軍事作戰
iknow02110	南韓貿易監管委員會(The Korea Trade Commission：KTC)：蘋果：南韓先進科技研究院(KAIST)：台積電(TSMC)：專利侵權：不公平貿易調查：FinFET
iknow02111	電磁波相干特性：高解析度距離成像：窄頻雷達
iknow02112	碳捕獲：可再生能源：氣候變遷
iknow02113	5G：AI：物聯網：AR：智慧醫院：5G醫院
iknow02114	半導體(Semiconductor)：5G：英特爾(Intel)：蘋果(Apple, Inc.)：數據機(Modem)
iknow02115	半導體(Semiconductor)：英特爾(Intel)：處理器(Processor)
iknow02116	半導體(Semiconductor)：智慧型手機晶片(Smartphone Chip)：蘋果(Apple, Inc.)：華為(Huawei)
iknow02117	超聲波指紋識別專利：專利申請：指紋識別技術
iknow02118	人工智慧(AI)：沃爾瑪(Wal-Mart)：AI商店(AI-powered Store)：量子運算(quantum computing)：
iknow02119	初次公開上市(IPO)：獨角獸(Unicorn)：新創公司(Startup Company)
iknow02120	南韓：5G智慧城市：5G自動駕駛：仁川自由經濟區：SK電信
iknow02121	南韓：石油公社(KOGAS)：氫能產業化：氫燃料電池
