PG11009-0073	志願服務
PC11007-1603	致心律失常性右室心肌病：橋粒芯蛋白：突變：crispr/cas基因組編輯：基因敲入鼠
PE11007-0655	甲骨文：占卜：同卜一事：綴合：甲骨斷代
PF11007-1179	個案管理：癌症導航：腫瘤個案師：核心能力：指標：可信賴專業活動：翻轉學習：混成教學：數位學習：心理量測：行動研究
PD11007-0248	兒茶素：子癇前期：胎盤滋養層細胞：遷移：侵襲：質譜：abi2基因：多體學分析
PB11007-1941	煙氣脫硫：化學混凝：化學氧化-沉澱：流化結晶床：膜蒸餾：液體零排放
PF11007-1198	治理創新：輔助科技：福利服務：權利模式：技術商品化：社會技術創新：行動者網絡理論
PB11007-1954	k2w2o7陶瓷：k2w3o10陶瓷：k2w4o13：微波介電特性：ultcc技術
PC11007-1021	家族性高膽固醇血症：十二指腸分泌荷爾蒙：膳食之植物固醇：心血管功能
PC11007-1159	肝癌：微核酸-29a：缺氧：轉移：血管新生：上皮細胞間質轉化：賴胺醯氧化酶家族
PA11007-0859	堆疊式二維奈米異質材料：電阻轉換：電阻式隨機存取記憶體：鐵電隨機存取記憶體
PA11007-0771	隱沒帶：波傳效應：板塊內部構造：低速層：時頻特徵：波形分析
PC11007-1101	急性肝炎：疫苗接種：男同志：口肛傳染：性病
PF11007-1128	實質選擇權：模型不確定性：估計風險：模糊趨避：投資時機：資本結構
PF11007-1273	失智症：憂鬱症：共病：發生率：醫療利用：自殺
PC11007-1249	芳香烴受體：配體-受體結合：星狀膠細胞活化：興奮性毒性：神經發炎：癲癇：神經退化
PB11007-2113	懸浮微粒：paes：重金屬：陰陽離子：顆粒汞：台中水湳經貿園區
PB11007-2115	原子層沉積：氧化鋅：全無機鈣鈦礦：輔助型燈源：硫氰酸亞銅：單層氧化石墨烯作阻隔層：電致發光二極體：表面親水性優化：核殼結構：硫化鉛：多能隙太陽電池：光感測器
PC11007-1153	合成卡西酮：新興濫用藥物：質譜分析：人工智慧：機器學習
PE11007-0464	醫病溝通：介面設計：互動系統：資訊視覺化：情感交流
PF11007-1264	英國：運動政策：政策分析：全民運動：女性運動：身體活動
PC11007-1181	atf3：mir-494：心包脂肪組織：褐化：肥厚性心肌病變
PF11007-1220	電腦輔助語言學習：數位遊戲式學習：糾正回饋：英文主動詞一致性
PB11007-2099	承包商選擇：多準則決策：promethee ii方法：資料包絡分析：軟集合
PB11007-2100	循環經濟：循環經濟效率：商業模式：歐盟
PE11007-0452	終戰：北京：臺灣知識分子：離散：閾境性
PF11007-1234	主管幽默：領導部屬交換關係：積極主動人格：職場排擠
PB11007-1988	數位孿生：人物角色原型：智慧健身：使用者體驗
PA11007-0965	聲動力治療化療：光動力治療：光感劑：聲感劑：化學治療：活性氧物種.
PB11007-2253	物聯網：人工智慧：邊緣運算：預診斷：數位飼養：雲端感測
PA11007-0990	拓撲量子計算：辮群：糾纏閘門：分數隨機方程：反常擴散過程
PA11007-0989	縮醛：貝蒂反應：大麻素：查爾酮：類薑黃：分子內的狄爾士-阿爾德反應：二氫吡喃：克諾維納蓋爾縮合反應：磷酸吡哆醛依賴去羧酶：曼尼希反應：反需求電子
PF11007-1421	風險移轉：財務困窘公司：動態競爭：資本結構：盈餘壓力：機構投資人行動主義：社會利害關係人：高階團隊薪酬差距
PB11007-2265	旋轉流：三維水槽：晃動流體
PA11007-0973	異質性：單階段抽樣程序：雙階段抽樣程序：指數分配：與平均之多重比較程序：柏拉圖分配：上記錄值：貝氏預測區間
PB11007-2320	複合型模型：虛實整合：可靠度分析：跨域優化：異常診斷與預警：學習型高階控制
PE11007-0518	台日婚姻家庭：國際婚姻：台日混血兒：繼承語教學：自我認同：雙語能力：雙元文化主義：半結構式訪談：敘述訪談
PF11007-1325	多源回饋：職能評鑑：績效改善：自我察覺：領導者－部屬交換關係：團隊－成員交換關係
PA11007-0913	凸性：連通性：非凸二次規劃：二次映射：強對偶性值：半正定規劃：柴比雪夫球心
PB11007-2106	tife：冷軋：吸氫動力：pct曲線：熱力性質：微結構：老化
PD11007-0280	綠茶：兒茶素：脂肪細胞：微核醣核酸
PD11007-0281	塑化劑：鄰苯二甲酸酯類：代謝症候群：糖尿病：高血糖：高血壓：高三酸甘油血症：高密度膽固醇：肥胖：子宮內膜異位：子宮肌瘤：骨質密度：初經：停經
PB11007-2227	咖啡豆：深度學習：多尺度特徵融合：inception架構
PC11007-1239	復能：照顧管理專員：個案管理師：專業人員
PB11007-2049	pacs：dicom：dicomweb：fhir：ihe：人工智慧：醫學影像：類風溼性關節炎
PC11007-1295	癌症幹細胞：癌症相關纖維母細胞：環型rna：外泌體：微型rna：口腔癌
PF11007-1324	人工智慧：大數據：機器學習：負責的演算法：治理架構：人工智慧法律爭議
PB11007-2281	電子廢棄物：中孔洞氧化矽：氧化石墨烯：氧化鎢光觸媒：循環經濟
PC11007-0814	先天免疫缺損或失調：免疫功能障礙或失調：先天免疫異常：調節t細胞：th17輔助細胞：濾泡輔助t細胞：t老化細胞：b移行細胞：b漿細胞：記憶免疫細胞
PB11007-1213	時空大數據分析：深度學習模型：徑向基函數：對抗生成網路：grad-cam：時空資料集索引架構
PB11007-1216	類神經網路：擊鍵特徵：多重視覺機密分享：機密影像：分享影像：像素擴展：編碼簿：隨機網格演算法：分色原理：半色調技術：誤差擴散法：三方通訊金鑰協定：像素座標通行碼身分認證：使用者(人)參與認證機制
PB11007-1468	石英振盪器：石英振盪模態：電化學放電加工：超快雷射：雷射改質：蝕刻技術：機器學習法：等效電氣參數：數據導向模型：品質預測模型：基因演算法
PB11007-1268	電動車：車載充電機：三階全橋llc諧振轉換器：最佳軌跡控制：小訊號模型：模型預測控制
PF11007-0784	社會經濟：團結經濟：營運模式：博蘭尼
PC11007-0722	去氧核醣核酸甲基化：表觀基因體學 和非整倍體
PC11007-0886	癌症幹細胞：ron受體蛋白：b型肝炎病毒表面抗原(hbsag)：缺氧：肝癌
PB11007-1511	影像驗證：盲易碎性浮水印：定位竄改：隱私保護：公開金鑰密碼學
PB11007-1512	5g：自我組織網路：增強式學習：網路切片：異質網路：裝置對裝置通訊
PA11007-0643	酵素催化：蛋白質穩定性：構形變化：受質特異性：結合能：穩定態動力學：生物催化劑：3α-羥基類固醇脫氫酶/羰基還原酶
PB11007-1484	屬性加密：階層式存取架構：存取策略隱藏：屬性授權：健康資訊分享
PF11007-0907	正向心理科技：正向心理學：新冠肺炎：社群媒體：焦慮
PB11007-1487	資料包落分析：群組效率：共同邊界
PB11007-1679	工具機智能化：銑削加工：表面品質預測：表面輪廓紋理：加工參數優化：切削力預測：卡曼濾波器：狀態估測：主軸有用餘命預估：振動訊號分析：特徵擷取：人工智慧
PB11007-1527	昆蟲油脂：生質柴油：電催化合成反應：尖端材料：試量產製程
PA11007-0732	大氣沉降：地球化學背景特性變化：鉛同位素：大屯火山群
PA11007-0613	人類母乳寡糖：化學酵素合成：岩藻糖化：唾液酸化：硫酸化：壞死性小腸結腸炎：人類腸道菌相
PB11007-1350	栓塞療法：黃原膠：免疫促進：rooibos：chrysoeriol
PA11007-0614	磷鎢酸：芳基咪唑鎓離子液體：酸性催化劑：矽烷化反應：去乙醯化反應
PB11007-1353	黃疸：膽紅素：非侵入式光學量測：漫反射光學
PB11007-1541	二硒化銅銦：分層電化學：光電導體：氧化銦錫：影像感測器
PD11007-0219	根圈：生物性堆肥：微生物相
PF11007-1064	現金持有：經理人過度自信：投資效率
PC11007-0977	流感：肺炎鏈球菌：金黃色葡萄球菌：毒性因子：抗流感免疫作用：合併感染的致病作用
PF11007-1031	關鍵查核事項：財務危機：資訊揭露：資訊性
PB11007-1727	高解析原子級掃描穿透式電子顯微鏡：al-zn-mg-cu（aa7050)鋁合金：潛變成形：η相析出物：z-對比：原子尺度能量色散x射線光譜圖：晶體缺陷：析出物形態：原子尺度結構：komura單元
PA11007-0820	單分子反應：光解離動態學：最小能量路徑：衝量模型：直接動力學：光解產物向量相關性：非絕熱躍遷：系間交叉：圓偏振光：電漿子奈米材料：掌性奈米結構：掌性識別
PC11007-1107	氣候變遷：韌性規劃：高密度城市：社會經濟脆弱度
PB11007-1921	2-二氯苯：3-甲基吡啶：同步粉末x光繞射(xrpd)：x射線吸收光譜：紅外線光譜：釩氧催化劑：釩-鈦交互作用
PB11007-1923	基隆海洋能測試場﹑雲彰隆起：重點高波能潛勢海域：波浪特性：波能指標：波潮預測模式
PB11007-1958	產氫：薄膜反應器：吸附助效甲烷蒸汽重組：數值模式
PB11007-1740	旗艦店：品牌權益：品牌依戀：品牌體驗：品牌忠誠
PA11007-0754	二維材料：鐵磁性：鐵電性：非揮發性記憶體：磁電效應：摻雜：凡德瓦異質結構
PC11007-1034	醣基化：樹突細胞：環境多環芳香烴受體(ahr)：b前驅細胞急性淋巴性白血病
PC11007-1043	上泌尿道尿路上皮癌：淋巴血管侵犯：第四型二肽基肽酶及纖維黏蛋白
PC11007-1093	消化系癌症：精準醫療：篩檢：高風險：健保資料庫：成本效益分析
PF11007-1247	餐旅產業：集客式行銷：瘋潮行銷：部落格：購買意願：混合研究：詮釋結構模型
PB11007-2076	雙頭寡占市場：投資實作延遲：時間偏好不一致：實質選擇權
PB11007-2077	常壓電漿：電漿改質：保護層：耐磨耗：高強度：電漿鍍膜
PB11007-2074	同步偏壓系統：陰極時序：高功率脈衝磁控濺鍍：al基氮化物薄膜：碳化物薄膜
PF11007-1350	全球化：年輕學者：學術職涯：敘事探究：臺灣
PB11007-2534	高熵熱電材料：晶格熱導係數：pbte：pbtega：晶格扭曲效應：模擬計算
PB11007-2541	網頁自動化測試：網頁版面差異偵測：重複測試元素偵測：視覺測試：探索測試
PB11007-2621	hdmi1.4：影像辨識：物件偵測：自動分線：自動化生產
PC11007-1387	憂鬱症：憂鬱症狀：中老年人：退休者：危險因子：保護因子：地理資訊系統：物理環境：社會經濟環境：多層次分析：追蹤研究
PB11007-2422	三邊平臺：外送服務：交叉補貼：競爭：賽局理論
PE11007-0533	安徽大學藏戰國楚簡：詩經
PB11007-2695	作物生長監控：自動化灌澆：人工智慧：自動化：機器視覺：深度學習：蘭花苗株：物件偵測
PC11007-1419	膀胱癌：膀胱泌尿道上皮細胞癌：吳茱萸鹼：成纖維細胞生長因子受體：含雙色胺酸功能區氧化還原酶：標靶治療
PF11007-1476	函數型資料分析：財務金融高頻資料：非常態分配：極端值：均數移動：恆定性：長期共變異函數：函數型迴歸：配對交易
PB11007-2489	沉浸式虛擬實境：擁擠感：空間感知：景觀夜間照明：安全感
PB11007-2490	水資源管理：光學衛星影像：衛星測高：mndwi：ndwi：cnn
PB11007-2654	新興污染物：自由餘氯：氯胺：副產物：ndma
PF11007-1538	莫拉克風災：永久屋空間政治：治理性：家屋社會：災後復原
PF11007-1540	表情符號：網路口碑：網路評論：評論助益性：產品評價：回想
PA11007-1130	微塑膠：纖維：泳動行為
PA11007-1026	羰基化：流動化學：電子轉移：合成方法學：綠色化學
PA11007-1079	加氧反應：硫磷的配位基：金屬錯合物：超氧：氫氧根
PB11007-2765	物性預測：相平衡預測：程序設計：資料庫建立：機器學習
PF11007-1607	捷運系統：票價優惠方案：轉乘頻率：旅次鏈：資料探勘
PD11007-0347	苦苣苔科：雜交：重瓣花：花色：瓣化花萼
PB11007-2203	循環供應鏈：動態控制：子賽局完美均衡：產銷協調：授權機制：綠色法規設計
PD11007-0274	蝴蝶蘭黃葉病菌：培養濾液：外泌蛋白：壞疽
PE11007-0617	春秋：五霸：程頤學脈：王霸之辨：宋代
PA11007-1177	展期天氣預報：次季節與季內預報：季節預報：亞澳季風：東亞與西北太平洋季風：極端天氣與氣候：南海氣候：台灣氣候
PB11007-2725	雷射雕刻技術：鈣鈦礦太陽能電池：大面積鈣鈦礦電池模組
PE11007-0595	國文化會議：公民文化論壇：文化公共領域：文化民主：文化公民權
PB11007-2727	濺鍍磊晶技術：軟性薄膜元件
PB11007-2922	直播商務：個人品牌忠誠度：氣氛：設計美感：直播主欽慕：直播主吸引力：替代經驗學習：感知價值：感知可信度：情感依附：品牌共鳴模式
PC11007-1624	smoothened：多重生物標記：致癌基因：肝癌：復發
PF11007-1742	共變異數預測：動態條件相關：期貨避險比率：高頻資料：價格全距
PC11007-1625	眼球表面：第四型黏蛋白：發炎反應細胞激素：環孢靈素：地夸磷索：他克莫司：次世代序列分析：生物路徑分析軟體
PF11007-1628	製造業：中小企業：隱形冠軍：數位轉型：政策創新：轉型基金：資本市場
