PG10605-0204	冷鏈物流：智慧物流：高運力：供需調度：跨國通路
PB10601-1051	氧氣：氨氣：二氧化碳：溶膠-凝膠：光學式雙感測器
PB10601-0597	機器人夾爪：智慧流體：觸覺感知：控制
PE10601-0285	日語：形容詞：感嘆詞：使用差異：跨文化溝通
PF10601-0612	動作速度與準確消長：瞄準動作：動作變異性：動作學習
PB10601-0485	穿戴式裝置：人體計測：可接受荷重：使用性：產品設計
PB10601-1264	管型sofc：lsgm：電解質支撐：擠出成型
PE10601-0056	漢字：文字學：文字類型學：文化哲學：文學性
PC10601-0681	口腔鱗狀細胞癌：基質交感蛋白1：鈣離子信息傳遞：癌症進展：癌症轉移
PB10601-1294	人-機器人互動：協同工作：作業複雜度：動作路徑規劃：kalman 濾波器
PF10601-0037	工具發展：目的感：生涯目的感：生涯輔導課程：優勢中心治療
PB10601-0064	零售商品牌：自有品牌：代工商選擇：資訊揭露：賽局理論
PC10601-0684	外吐小體：脂肪幹細胞：心肌細胞：細胞凋亡：mir221/222
PF10601-0040	統計素養：數位文本：數學素養：數學閱讀：數學文本
PE10601-0166	何震：《天義》：女子解放
PB10601-0449	si負極：sioc負極：石墨烯：碳纖維
PF10601-0256	公民科學素養：科學教育：科學傳播：對科學的瞭解：科學資訊來源與興趣：對科學相關議題的態度
PC10601-0426	雙特異性去磷酸酶22：(jkap/dusp22)有絲分裂原活化蛋白質激酶(mapk)上皮生長因子受體基因：(egfr-del)腫瘤發炎激素
PF10601-0465	網路宗教：社群網站：文字探勘：社會網絡分析：網站内容分析
PA10601-0318	血栓素合成酶(txas)：前列環素合成酶(pgis)：分子動力模擬：小角度x-ray散射光譜解析
PB10601-0602	高分子：硒吩：碲吩：分子工程：元件工程：太陽能電池
PB10601-0977	熱電能源採集器：無線感測器網路 (wsn)：物聯網(iot)
PF10601-0822	信心指數：四階段診斷測驗：數常識
PB10601-0108	積層製造：可成形性評估：前處理：模型拓樸：智慧化軟體
PB10601-1391	希瓦氏菌：合成生物學：奈米導線：生物產電：酶催化
PF10601-0724	實作與探索：動手做：創造力：内容知識：教具商品化
PC10601-0655	思覺失調症：社交技巧：電腦適性測驗：心理計量特性
PB10601-1054	纖維複合材料：任意形狀異質：螺旋差排：黏性界面：faber 級數
PC10601-0443	stat3：shp-1：磷酸酶：三陰性乳癌：sorafenib衍生物
PB10601-0644	手機app：訊號理論：資訊品質：網路口碑：框架效應：評論不一致性：認知涉入：情感涉 入：下載意圖
PB10601-1556	再生能源法制：政策環評：環境影響評估：碳封存：離岸風電：地熱發電：友善海域
PD10601-0050	阿茲海默氏症：a冷：紅景天：自噬：神經滋養因子：凋亡：鈣離子流動：發炎
PC10601-0771	生物感測器：微流道晶片：生物晶片：高通量掃描：免螢光標記偵測：反應結合動態
PF10601-1107	價格發現：效率：流動性：高頻交易：電子仲介服務 (ebs)
PC10601-0659	口腔扁平苔癬：胃壁細胞抗體：甲狀腺球蛋白抗體：甲狀腺微體抗體：人類白血球抗原-dr：人類白血球抗原-dq：人類白血球抗原基因定型
PB10601-1472	層次完形：文化創意：布袋戲：數位人文：服飾設計
PA10601-0661	梯型共軛高分子：微結構分析：有機太陽電池：電子轉移
PD10601-0044	南薑：抗氧化：細胞分化：脂肪新生：代謝性發炎
PA10601-0045	水分解：癌症治療：螢光粉
PC10601-1001	上輪部角結膜炎：結膜鬆弛症：活性氧化物：機械性傷害：高滲透壓環境
PG10602-0231	腸炎弧菌：病原菌：食品中毒：高風險病原微生物：水產加工製品：生鮮水產品
PG10602-0389	臺灣客語：大陸客語：兩岸客語：方言比較：客語認證：瀕危方言：語言資源：語言轉移
PG10602-0392	塑膠食品容器具：食品用洗潔劑
PW10603-0465	糖尿病：五十肩
PW10603-0470	睡眠呼吸中止症：陽壓呼吸器壓力檢定：身體組成成分：多項生理睡眠檢查
PW10603-0398	免疫風濕疾病：潛伏結核感染&not;&not;：新治療藥物：療效：安全性
PW10603-0476	腸道微菌移植：抗生素：細菌相
PW10603-0534	心室纖維顫動：低體溫：低血鎂：低血鉀：光學電波電位系統
PW10603-0544	芳香烴受體：環氧合酶-2：二&#32957;基&#37238;-4：類升糖激素胜-1
PW10603-0489	糖尿病神經病變：糖尿病疼痛性神經病變：空腹血糖：蛋白尿：糖化血色素
PW10603-0551	異位性皮膚炎：乾癬素：介白素-22
PW10604-0004	產業合理用水量評估：水回收率：效率指標
PG10604-0035	需求面管理：節約能源：互動平台：分群：競賽
PG10601-0262	突觸可塑性：認知功能：海馬迴
PG10602-0014	外轉子：直流無刷馬達：通風設備
PG10602-0048	中醫：臨床實務：客觀結構式臨床測驗
PG10602-0154	渴癮：再犯危險因子：本土化危險評估工具：腦波：跨顱直流電刺激
PG10605-0190	再生能源：系統衝擊：再生能源發電預測：輸電系統
PG10605-0207	電力電子：電源積體電路：儲電系統：電池管理系統：軟體定義電池系統
PG10605-0221	醫療資訊：電子病歷：醫療資訊產業發展：調查研究
PF10601-0177	想像力：跨領域終端課程：cdio：新鮮人計畫：微學分課程模組：智慧城市與智 慧生活
PB10601-0166	類比電路：混合訊號電路：系統單晶片：電子設計自動化：實體設計：擺置：幾何擺置限制條件：可製造性：電路效能：布局依賴型效應：自對準雙圖樣微影
PC10601-0401	人類乳突病毒：口咽癌：循環腫瘤細胞：p16：復發：轉移
PC10601-0529	葡萄糖轉運蛋白抑制劑：降血糖藥：抗癌藥：葡萄糖螢光衍生物：藥物篩選平台：癌幹細胞
PB10601-1230	結腸癌：癌症幹細胞：順鉑：邊群細胞：癌轉移：魚油：硒酵母
PB10601-0724	圖案化藍寶石基板：晶圓接合：雷射剝離：薄型gan led
PE10601-0147	伊瓦格魯斯：早期基督宗教史：苦修主義：神秘主義：諾斯底主義
PE10601-0201	聖母瑪利亞：但丁：俗文學：神學：神曲：聖母學：讚美詩
PF10601-0558	臺灣：博士：人才外流
PF10601-0259	生技醫藥：國家型科技計畫：資源中心：核心設施：基因體分析：蛋白結構分析：動物模式：生物性樣品庫：轉譯醫學：臨床前毒理
PF10601-0962	跨領域工程人才培育：想像力：創造力：教師成長社群
PE10601-0095	原住民族：部落批判種族理論：批判種族理論：原住民族自治：自決
PA10601-0389	c型最適：d型最適：等價定理：反應預測期望値：數値演算法
PF10601-0897	想像力：想像性學習材料：想像力教學：科學學習：創造力：教學示例
PB10601-0144	合成：分析：非同步電路：神經形態系統
PF10601-0222	庇護工場：身心障礙者：歧視：福利國家體制
PB10601-0971	液櫃沖激2：船體運動3：耦合效應4：耐海性5：穩度
PF10601-0781	餐旅教育：生涯決策自我效能：創造力：服務品質：中介效果：干擾效果：課程模組：職涯發展：教學介入
PF10601-0609	科學學習：遊戲學習：app
PB10601-1042	多形性膠質母細胞瘤：聚焦式超音波：血腦屏障：血管新生
PF10601-0427	靈性：文化變遷：文化採借：文化研究
PA10601-0367	人類鳥胺酸脫羧酶：抗酶促進之26s 蛋白酶體降解途徑：nad(p)h[苯]醌氧化酶抑制之20s 蛋白酶體降解途徑：人類抗酶抑制蛋白：人類細胞週期素d1
PB10601-1186	全自動虛擬量測：鋁輪圈加工自動化：持續精進：零缺陷：工業4
PC10601-1133	肝細胞癌：蕾莎瓦：血管生成相似素1：抗藥性：癌幹細胞
PF10601-0754	組織疆界：跨國企業：科技不確定：探索/利用：科技互賴：可徵收性：協調成本
PC10601-0660	a 型血友病：擬人化小鼠：第八因子抑制子：crispr/cas9
PB10601-1355	自願性地理資訊：物種分布時空模式：路殺分布時空模式：系統性保護區劃設：空間相關性：不確定性：資訊間隙決策理論
PC10601-0028	中草藥純化成份：腸泌素：胰島素分泌：胰臟的保護：第二型糖尿病大鼠
PB10601-0284	全像資訊儲存：相位疊加法：離焦：位移：傾斜：震動：容忍度
PB10601-0091	太陽光光催化程序：ag/p3ht@tio2 partial shell-core複合奈米光觸媒：聚光效應：光能強度效應：熱能強度效應
PB10601-1180	超低功耗收發機：開關鍵控（ook）：頻率偏移調變（fsk）：相位偏移調變（psk）：射頻包絡檢測：倍頻功率放大器：注入鎖定振盪器：物聯網（iot）
PE10601-0292	道德個別主義：美學個別主義
PA10601-0326	有機共軛分子：光觸媒：樹枝狀分子：二氧化碳還原：富勒烯：氧化石墨烯
PC10601-0121	iga腎病變：nlrp3發炎體：小髮夾核醣核酸（shrna）：非侵入性超音波介導微泡基因傳遞術（non-invasive ultrasound-mediated microbubble gene delivery）：半胱天冬酶 (caspase-1)：介白素-1：介白素-18
PF10601-0615	app：原住民族：科學學習：線上遊戲：電子繪本
PC10601-0639	proteus mirabilis：hfq/srnas：crp：qseef：rpon：致病力：宿主交互作用：運動性：藥物感受性
PF10601-0130	早產：產後醫療利用：婦幼健康
PG10603-0340	流感大流行：大流行整備：政治力：媒體性：社群網路化
PG10603-0335	結核病：人畜共通的傳染病：牛型結核菌：鑑別檢測
PW10603-0410	nefh：甲基化：預後因子
PW10603-0393	音樂治療：憂鬱：焦慮：住院精神病人
PW10603-0399	b型肝炎病毒：b型肝炎病毒x蛋白質：肝細胞癌：lkb1
PW10603-0424	紙型免疫吸附法：血管新生因子：多足性脈絡膜血管病變
PW10603-0449	imiquimod：後天抗性：皮膚腫瘤：溶酶體
PW10603-0406	單光子電腦斷層造影：核醫心肌灌注掃描：田口方法：smartzoom：cedars-sinai
PW10603-0404	急診：壅塞：流感：流行：院內心跳停止：病人安全
PW10603-0537	雌激素：下泌尿道：膀胱：卵巢切除：rho a/rock 激&#37238;
PW10603-0483	脂肪組織：乙型類澱粉：失智症：葡萄糖：胰島素訊息傳遞：肝臟：胰臟：第 2型糖尿病
PW10603-0490	神經細胞分化：癲癇：交互作用因子
PW10603-0500	改良式nutric評分系統：重症營養：低熱量餵食：營養風險
PW10604-0002	氣候變遷：水庫防洪防淤：水資源：防減災：調適策略
PG10604-0041	資訊科技使用知識和能力：憂鬱症狀：社會支持：代間關係
PG10602-0037	中西醫交互作用：中西醫整合醫療：併用：中藥：藥物：中藥與藥物的交互作用
PB10601-1073	自再溼潤流體：反轉 marangoni 效應：逐熱：噴霧冷卻：熱傳增強
PC10601-1041	紫外線b：皮膚癌：照射強度：照射劑量：角質細胞
PE10601-0226	鳳山八社：加蚋埔：射寮：交易：信仰：婚姻關係：社會秩序
PF10601-0505	水平位置：垂直位置：廣告文字呈現方向：產品態度：腦電波
PC10601-0076	metalloproteinases (mmps)：肝硬化：門脈高壓：肝門-系統側枝循環：血管新生
PE10601-0065	感知：認知：概念：意識：跨感官知覺現象：多感官知覺整合：意識的統合性
PB10601-0823	廢印刷電路板：碳化：熱解：燃料：吸附材料
PA10601-0230	六輕石化工業區：重金屬：多介質模式：暴露評估：污染
PA10601-0499	淬火無序紊亂：量子海森堡模型：哈伯德模型：蒙地卡羅模擬：相變：量子二聚體模型：量子鏈結模型
PB10601-0370	太陽能模擬電源：電池儲能模組：雙向ac-dc多階轉換器
PB10601-1061	電漿子學：尖端強化拉曼光譜學：電子穿隧：實空間電子位勢：原子位置的梯度：並向量格林函數：螢光時間：生物晶片：及玻塞爾效應
PB10601-0001	藥物：固相光解：光感物質：光反應動力學：光轉化：副產物
PD10601-0081	化學預防：stilbenoids：肥胖：發炎性腸道疾病：腸癌：表觀遺傳學
PC10601-1036	慢性偏頭痛：核磁共振波譜影像：預防治療：功能性聯結：結果預測
PB10601-1249	肺癌：資料探勘：半馬可夫鏈：貝式網路
PA10601-0683	天文觀測：系外行星：星團：變星：雙星
PF10601-0607	課程發展：教學實踐：紮根理論
PA10601-0228	六輕石化工業區：重金屬：多重介質：多重傳輸途徑：暴露劑量
PB10601-0088	廢棄物資源再利用及高質化：石墨烯：吸附劑：光催化：燃煤電廠
PB10601-1002	頭戴式顯示器：具有視差之電腦全像：點對點式三維mgsa演算法：視覺訓練：影像評估
PC10601-0796	心房：心房顫動：慢性阻塞性肺病：肺靜脈
PA10601-0487	量子場論：強作用系統：量子色動力學
PB10601-1200	老化：認知：溝通：步態：肌電圖：近紅外線光譜：磁振照影
PC10601-0986	老化：慢性腎臟病：糖尿病：死亡：腎絲球過濾率：預測模式：roc 曲線
PE10601-0172	亞裔美國文學：飲食回憶錄：生命書寫：女性作家：飲食文化研究：飲食族裔性：味覺認同：離散研究：跨國收養：跨種族收養：難民論述：世界主義
PB10601-1305	枸杞多醣體：藻藍素：酒精或藥物誘發胃潰瘍：抗氧化活性：促發炎細胞激素：細胞防禦因子：細胞自噬：細胞凋亡：微生物相
PC10601-0956	壞死性凋亡：受體結合蛋白1：受體結合蛋白3：周期性展延：容積過度負荷：血管平滑肌細胞
