PG10605-0085	嗅覺：嗅覺皮質：梨狀皮質：前額皮質：杏仁核皮質：神經元路徑追蹤：輸出神經元圖譜
PG10502-0052	固態氧化物燃料電池：電池堆組裝：燃料重組器：膜電極組：薄膜技術：電漿噴塗
PG10512-0028	frp上層結構：規範設計：數值模擬
PG10512-0073	弱勢e關懷：在地行動
PG10512-0067	無人飛行載具：正射影像
PG10502-0013	多能隙：非晶/奈米晶矽薄膜：低溫透明導電膜：異質接面：電漿增強化學氣相沉積
PG10504-0020	放射性廢棄物：管制技術：國際動態
PG10504-0025	工業工程：價值鏈：價值創新
PG10504-0164	文化資產保存維護：除蟲：預防性保存
PG10502-0138	生質燃料：適用性：柴油引擎
PG10503-0067	風浪預報：流場預報：海嘯預警：預報作業系統
PG10503-0199	愛滋：藥癮
PG10501-0616	客家話：語音：詞彙：語法
PG10502-0254	臨床試驗中心：臨床試驗門診：臨床試驗病房：臨床試驗稽核：教育訓練
PG10503-0001	道路安全：觀測指標
PG10501-0768	超音波噴塗：微波系統：塗佈：線上量測
PG10501-0433	慢性腎臟病：透析治療
PG10501-0403	食道癌：全基因微陣晶片：食道鱗狀上皮細胞癌細胞株
PG10503-0081	澎湖海域：風浪：暴潮：流場
PG10503-0098	智慧科技：高齡友善：失智症
PG10503-0152	osce：新進人員
PG10505-0188	明師高徒：師徒制：成效評估
PG10501-0592	甜味劑：過氧化氫：著色劑：二氧化硫：防腐劑：維生素e：咖啡因：動物用藥
PG10501-0583	流行音樂：產業調查：104年度：動態統計
PG10502-0221	長照：成效評估：性別
PG10503-0166	電業自由化：電價：電業法
PB10509-0044	數位人文：中國歷史人物傳記資料庫：臺灣歷史人物資料庫：資訊檢索：文本 探勘：社會網絡探勘：優使性
PC10509-0017	萬古黴素粉末：脊椎骨融合術：術後感染：預防：退化性脊椎病變
PB10509-0079	地理資訊數位典藏：地籍圖：歷史gis：時空定位
PB10509-0075	居住正義：社會住宅：數據分析：社群媒體
PB10509-0012	社群外包：網路遊戲：數位博物館：自願性地理資訊：開放資料
PC10509-0010	腺苷酸激酶：肺腺癌：鱗狀上皮細胞肺癌：轉分化：p63：ttf-1：標靶藥物
PC10509-0004	自動體外電擊器：公眾電擊器計劃：到院前心肺停止：地理資訊系統：心肺復甦：佈置策略
PG10502-0131	多金屬熱液硫化礦床：側掃聲納：底質剖面：磁力：多音束水深：海底地震儀
PG10502-0162	香芹酚：發炎反應：細胞激素：mapk訊息傳遞路徑：基質金屬蛋白酶
PG10502-0141	類鉈受體：困難梭狀桿菌感染：抗生素：糖尿病：困難梭狀桿菌移生：腸道完整
PG10512-0046	樞紐港：貨櫃
PG10503-0128	輪狀病毒：重組病毒株：傳播傳染途徑：流行病學調查
PG10501-0611	牙周炎：組織工程：生長因子：載體
PG10503-0046	急性腎臟損傷：泌尿道感染症：微量元素
PG10502-0140	代謝相：抗生素使用：腸道菌叢：困難梭狀桿菌：孢子：膽酸
PG10502-0137	檢驗機構認證：符合性評鑑：測試
PG10504-0145	輻射：遙控：探測設備
PG10502-0028	青少年：流行病學：盛行率：精神疾患
PG10502-0049	水系統：滅火設備：查驗：系統調試：火災特性：充實水柱
PG10503-0002	電子商務：電子商務研析：企業創新
PG10503-0342	陽光屋頂百萬座：太陽光電產業推動：模組可靠度：銅電鍍電極：系統安全：低照度應用
PG10503-0310	led照明：光通量：光強度：二級校正：led照明標準因應小組
PG10503-0029	論壇：衛生福利：衛生科技：衛生政策：智庫
PG10502-0075	放射性同位素：錸-188：肝癌：治療用核醫藥物：體內輻射劑量學
PG10503-0281	乳癌：大腸直腸癌：血液腫瘤：胰臟癌
PC10509-0023	緊急醫療救護：呼吸道處置：進階呼吸道：到院前心肺停止：氣管插管：聲門上呼吸道
PB10509-0043	癲癇：高頻震盪：定位：聯接性分析
PB10509-0061	振動感測：自我注入鎖定雷達：正交相位切換
PB10509-0069	步態訓練：慣性感測器：帕金森氏症：光流
PB10509-0014	淡北記憶：大眾歷史：數位內容：協作系統：使用者研究
PB10509-0072	遊戲設計：遊戲敘事：台灣歷史：歷史問題空間：以遊玩為中心的設計程序：價值意識遊戲：道德遊戲設計
PG10503-0263	標準：計量：檢驗：認驗證：消費品安全
PG10505-0157	導遊人員：領隊人員：職前訓練
PG10503-0119	花東地區：地震活動
PW10503-0417	hurp：nfκb：高爾基氏複合體：腫瘤生成
PG10512-0063	能源管理系統：環境管理系統
PG10503-0306	太陽光電：太陽能電池：太陽光電模組：太陽光電系統：太陽光電變流器
PG10503-0339	3d列印：生物組織3d列印：產品查驗登記
PG10512-0060	鐵路立體化：可靠度：審查機制：都市發展
PG10507-0031	鋰電池：電網：高溫：高電壓：鋰鹽
PG10508-0069	放射性：輻射汙染：緊急應變
PG10508-0039	細胞培養載體：細胞量產系統
PC10509-0022	pcl/蠶絲：ha：grgd：bmsc細胞團：心肌分化/修復
PB10509-0004	明代：海洋治理：海洋敘事：數位人文：海戰：明詩
PB10509-0018	雲端健康照護系統：二維品質模式：品質機能展開法：情境故事法：新產品開發流程
PD10509-0001	台灣鋏蠓：幼蟲：藍綠藻：鏈黴菌：生物防治
PB10509-0001	拼貼：線上創作：藝術性科普化：可見化
PB10509-0041	數位人文：意象建構：情感社群：數位敘說
PB10509-0057	層次完形：文化創意：布袋戲：數位人文：服飾設計
PC10509-0002	自動體外去顫器：心肺復甦術：生命之鏈：團隊合作技能
PG10504-0197	臨床試驗：缺血性中風：補陽還五湯：步態：生活品質
PG10503-0123	蜱媒病毒：發熱伴血小板減少綜合症：基因資料庫：台灣
PW10503-0353	奧美加-3不飽和脂肪酸：阿茲海默症：功能性磁振造影
PG10504-0034	敬字亭：web2.0：地理資訊
PW10503-0440	慢性腎臟病：機器學習：預測模型
PG10502-0245	地熱資源探勘：酸腐蝕技術：地熱資料庫
PG10503-0082	微藻：生物膜：高熱值
PG10505-0029	大腸桿菌：多重抗藥性：院內感染：脈衝式電泳
PG10509-0083	敵意性之工作環境：脅迫性之工作環境：冒犯性之工作環境：敵意環境性騷擾：交換利益性騷擾：性騷擾防治措施：公開揭示：糾正及補救措施
PB10509-0025	數值模式：異重流：潛入點：漂浮木：無人飛行載具：展示介面
PB10509-0062	第五代行動通訊：電波通道：特定位址電波分布：彈性基板：可重置性天線：電磁面板：敏捷天線
PE10509-0001	明代思想史：入世：出世：儒釋交攝：陽明學：居士：三教融合論
PB10509-0063	日治時期：在台文學作家：台灣文學地圖
PB10509-0037	政治認同：厚數據：網路調查：資料視覺化：統獨偏好
PF10509-0006	總統制：半總統制：憲政體制：總統：黨魁：政黨總統化
PC10509-0003	到院前心跳停止：緊急救護系統：心肺復甦術：公共場所早期電擊：自動電擊器：生活品質指標：成本效益評估
PB10509-0045	台灣人認同：論述：corpus linguistics：低地國：學術語言
PB10509-0015	參與式紀錄片模式：敘事傳播：生命故事：社區影像：數位人文
PC10509-0009	肺癌：生物能量代謝：表皮細胞生長因子接受體：抗藥性
PF10509-0005	住院醫師教師：里程碑：客觀式結構式教學測驗：縱貫性
PW10505-0004	產業用水量：回收率：用水標準
PW10505-0005	水再生利用：電容去離子技術：生命週期評估
PW10503-0377	骨質疏鬆：骨折：單核苷酸多型性：骨密度
PG10504-0141	電磁閥：感測器：統計分析：建模：產品耐久度測驗
PW10503-0459	骨質疏鬆症：紙基酵素免疫分析法：血管內皮生長因子：骨質密度
PG10503-0135	坡地社區：自主關懷：諮詢輔導：防災社區工作坊：防災圖資
PG10503-0322	糖尿病腎病變：日間照護：中醫
PG10503-0311	冷凍空調：新興冷媒：熱泵：熱平衡
PC10509-0008	血管新生作用：代謝質體學：肝癌：內皮先驅細胞：內皮細胞：異細胞間交互作用
PB10509-0066	佛教藝術：圖像資料庫：數位人文：亞洲：佛教石窟：佛塔：造像碑：知識庫：雲岡：山奇
PB10509-0065	語意型後設資料模式：知識本體：鏈結開放資料：數位人文學：數位研究工具：佛教藝術史：山奇佛塔：雲岡石窟：造像碑
PF10509-0003	國際會計準則：自願採用：合併報表與母公司報表：企業集團：公司特性
PB10509-0003	明代：海洋經理：海洋敘事：數位人文：經典
PC10509-0027	肌腱修補：型態力學：微循環：肌腱癒合：高血糖
PW10505-0006	雷達：地形水深：非接觸性
PG10506-0037	電費帳單：自主電能管理：節電
PG10506-0207	軟性光罩：接觸式轉印
PG10508-0007	氧化鋯：表面處理
PG10508-0002	非亞甲基間隔脂肪酸：人類皮膚角質細胞：細胞轉移：細胞發炎反應
PG10504-0216	精神疾病：監護處分
PG10504-0233	群眾外包：地理資訊系統：適地性福ˊ物：巨量資料：參與式感應：行動普查系統
PW10503-0420	鼻腸管：重症病人：腸道營養
PG10503-0332	實尺寸鋼構實驗屋：火害：混凝土鋼承板
PG10503-0334	中醫臨床教育：指導醫師：指導藥師：中醫臨床技能
PB10509-0047	ptt電子佈告欄：流動的群聚性：大數據分析：文件分類
PB10509-0036	布袋戲：劇本：鏡子理論：推薦技術：劇本樹
PB10509-0016	人際互動：高齡生活型態：社會網絡：社會認知理論
PB10509-0060	器官晶片：呼吸系統：藥物傳遞：吸入型藥物
PB10509-0050	就醫行為：共享經濟：共乘服務：服務體驗工程：服務創新模式
PF10509-0009	旅遊學習：滿意度：知覺價值：忠誠度：目的地意象：目的地依附
PB10509-0017	數位服務創新：在地文化特色：人文旅遊：藍色經濟：產業聯盟：服務主導邏輯：動態能力
PB10509-0022	雲端運算平台：時空資料庫：大數據分析：擴增實境圖像辨識
PG10509-0069	生活服務業：網實雙軌o2o
PG10509-0065	新興科技：體驗科技
PW10503-0401	酒糟性皮膚炎：表皮微生物菌叢：胃腸道微生物菌叢
PG10504-0234	古墓：竹田：田野調查
PW10503-0461	肝素：細胞穿透銨基酸短鏈：自然免疫淋巴球：過敏性發炎：balb/c小鼠
PG10601-0504	代謝通量分析：代謝圖譜：代謝體學：濃縮饋料培養：高密度灌注式細胞培養：連續製程：抗體產量：cho細胞
PG10504-0050	化學計量：環境化學：參考物質：微量水氣：氣體純度：無機酸：氮氧化物：品質管制
PB10509-0048	促發效果：普羅透斯效應：想像力：創意
PC10509-0020	馬凡氏症：相位對比磁共振影像：血流分析：渦度：旋度：壓力
PB10509-0076	計劃辦公室：核心設施：人才培育：單晶成長：薄膜：磊晶
PA10509-0004	肺腺癌：生物標記：血液：質譜儀
PC10509-0006	全身性紅斑狼瘡：鐸樣接受器：調節性t 細胞：尿調素(tamm-horsfall 蛋白)
PB10509-0068	清代會黨：社群：網絡
PW10509-0001	智慧管理：公共給水：物聯網
PW10503-0422	微小核醣核酸mir-10b：hmgb1：p53：肺癌：癌症轉移
PG10504-0112	再生能源：能源風險
PB10509-0058	臺灣歷史數位圖書館：台灣百年歷史地圖系統：平埔族：資料庫：官有原野：地權：土地契約文書：地籍圖：地緣整合分析
PB10509-0053	運動功能障礙症候群：推蹬：爆發力訓練
PB10509-0055	明代：海洋經理：海洋敘事：數位人文：島嶼治理：航海網絡
PB10509-0078	神經修復：神經生長因子：脂肪幹細胞：細胞片：桿狀病毒：crispr activation
PF10509-0002	工作要求-資源模式：正向心理資本：情緒要求-能力適配：情感表現：顧客關聯社會壓力源
PB10509-0054	5g：ieee 802：11ad：毫米波無線傳收機：互補金氧半導體：次諧波直接升降頻系統：頻率合成器：混波器：功率放大器：可變增益低雜訊放大器：i/q誤差校正
PB10509-0029	古蹟：設計科學：遊戲化：大數據
PG10504-0241	石材：花岡岩
PG10504-0242	軟功：咬口道具
PG10504-0240	急性後期照護：腦中風：周全性評估：失能
PG10512-0213	原住民族：編織：文化：服飾：衣飾：圖案
PC10509-0001	思覺失調：臉部情緒辨識：電腦適性測驗：心理計量特性：常模
PB10509-0046	數位人文：方志：人物志：傳記：文本探勘：臺灣歷史人物傳記資料庫：社會網絡分析
PB10509-0073	服務創新：旅遊體驗：老街：資通訊科技：科技化服務
PF10509-0004	平均薪酬獲取時間：企業社會責任：家族企業：誘因薪酬費用化
PC10509-0014	肺動脈高壓：dab2：平滑肌細胞
PB10509-0005	語料庫：醫療：新聞：公民新聞
PW10503-0336	值班：值班後疲乏：夜間非緊急醫療工作：流程改進.
PG10505-0088	全民健保：就醫權益架構：監測指標：滿意度：民意調查資料分析平台
PG10504-0246	抗藥性監測：微生物
PG10504-0248	口腔癌：胰臟癌：實驗性療法開發：臨床試驗研究
PG10504-0249	神經退化性疾病：老化
PG10504-0254	基因體：實驗動物模式：遺傳流病統計：生物資訊學研究：臨床試驗統計研究
PG10504-0256	藥物體外活性篩選：循理性藥物設計與化學合成：動物藥理及藥物動力學：候選藥物之早期臨床前評估
PG10504-0260	生醫研究資源：核心設施
