PG10707-0063	智慧建築：推廣策略
PG10703-0247	臺三線：客家意象：客家文化元素：情緒模組
PG10703-0283	社會福利：身心障礙福利：公益信託：性別分析：核心價值與指標：社會住宅
PG10705-0035	流體化床：氣化爐
PG10703-0307	輻射安全：輻射風險：輻射防護
PG10703-0290	客家酸柑茶：九蒸九曬：製程：組成分析
PC10705-0080	茲卡病毒：血腦屏障：神經元細胞死亡：茲卡病毒-宿主交互作用網路：抗茲卡病毒療法：媒蚊傳播小鼠模型：媒蚊傳播：抗體依賴性免疫加強反應
PE10702-0243	關鍵字：客家族群產業：在地知識：台三線
PF10702-0537	科學教育：科學學習：科學教學：科學教育實務
PB10702-2280	分散式能源：太陽光電：聚合服務平台：共通資訊模型：人工智慧：大數據分析：調度策略：動態計價：故障特徵模型
PB10702-2014	壓力殼：管路系統：疲勞壽命
PF10702-0513	反疫苗：多元健康治理文化：風險社會：親職經驗
PB10702-2067	人工物料搬運：肌肉骨骼傷害：便攜式動作追蹤系統：人因作業評估
PB10702-2069	鎂合金：化成處理：腐蝕機構：交流阻抗
PB10702-2375	具表現力的小提琴表演：音樂表情術語特徵分析：個人演奏風格模型：具表情力的樂音合成：音樂表情術語分類
PB10702-2444	電腦輔助語言學習：中文學習：錯別字檢查：文法錯誤偵測：學習者語料庫建置
PB10702-2117	燃料電池：高分子電解質薄膜：自組裝：質子傳遞：介觀尺度模擬：分子模擬
PB10702-2445	音樂情緒辨識：情感運算：跨模態
PC10702-0664	pcna：高脂肪飲食：肥胖：酪氨酸磷酸化：脂肪細胞：染色質
PB10702-2020	重金屬：生物復育：基因工程菌：metallothionein
PE10702-0196	原住民地理學：根性世界觀：環境人文：共享治理
PC10702-0636	肥胖：dusp6：腸道菌叢：細菌代謝物：脂肪棕化
PF10702-0460	青（少）年文化：文化研究：草莓族：蒲公英族：新自由主義
PG10701-0325	哈哼花：多醣：生物活性
PG10704-0169	產業趨勢：科技發展觀測：知識服務
PG10703-0003	科技法制發展：科技法制政策：科技法制幕僚：科技法制環境：科技法制研究：科技產業發展法制策略
PG10702-0118	醫療器材單一識別系統：高風險醫療器材：品質管理
PG10703-0130	海象：氣象：氣象衛星：即時預報：災防應用：地理資訊
PG10703-0216	口腔癌：肝癌：肺癌：抗藥性：微型核醣核酸：幹細胞：生物標記：標靶治療
PG10703-0240	無線電視：監理政策：傳播：廣播
PG10703-0150	客家人：客家新聞雜誌：論述形構：傅柯
PG10703-0156	陸資投資：僑外資投資：對海外投資
PG10703-0163	流行音樂：流行音樂產業：唱片：音樂下載：演唱會：流行音樂展演：音樂版權：流行音樂產值
PG10703-0162	3d列印：3d掃描：石質文物
PW10703-0118	肺節切除：微創胸腔手術：3d影像重組
PW10703-0180	太極氣功：社區老年人：憂鬱：睡眠：生活品質
PW10703-0200	葛瑞夫茲氏：眼窩：肌纖維母細胞：轉形分化
PW10703-0236	腔隙型小中風：失智症：notch3 基因突變：小血管病變
PW10703-0211	就醫：全民健保：成年婦女
PW10703-0243	信任：轉診制度：門診：醫病關係：就醫選擇
PW10703-0269	大腸直腸癌：血漿中游離核酸：福爾馬林固定石蠟包埋：大腸直腸癌復發：次世代定序
PW10703-0275	胸腔鏡手術：不插管：麻醉
PW10703-0207	類風濕性關節炎：次世代基因定序：免疫組庫
PW10703-0208	頭頸癌：放射線治療：吞嚥困難：吞嚥訓練：生活品質
PW10703-0538	腸泌素：代謝：中風：鈉-葡萄糖共同運輸器-2
PW10703-0545	痛風石性痛風關節炎：骨質疏鬆：骨折：骨質代謝生物標記
PW10703-0453	第二型糖尿病：糖尿病神經病變：糖化血色素：低血糖：低血糖神經病變
PW10703-0497	白質高訊號：迭代式目標約束干擾最小化分類器：空間純像素分類：混合像素分類：光譜空間信息：光譜豐度分數
PW10703-0387	燒傷：身體心像：生活品質
PW10703-0412	早產兒：母乳哺育：成長
PW10703-0394	早產兒：發展性照護：早期療育
PG10703-0287	瀕危語言：南投客語：國姓鄉客語：語言比較：方言島
PG10710-0036	離岸風力發電：彰化沿岸：漁業轉型
PG10704-0008	結核病：多重抗藥性：超級抗藥性：全抗藥性
PG10705-0119	橋梁檢測：目視檢測：橋梁劣化
PG10705-0058	藥品gmp：藥品gdp：醫材gmp
PG10705-0100	癌症研究：癌症監測：生物資訊：法律倫理議題：癌症研究資料庫：sop
PG10705-0030	居家訪視：藥事服務：home visit：pharmacological care service
PG10705-0038	超高畫質電視：超高解析電視：nhk 版8k超高畫質電視：類比無線電視訊號關閉：數位電視轉換：次世代傳播技術：標準
PG10705-0036	電視：使用行為：滿意度
PB10705-0076	新型鐵基形狀記憶合金：超彈性：應變回復性
PA10705-0075	綠光脈衝雷射：高重複率脈衝：聲光晶體：主動式q開關雷射：摻釹固態雷射
PF10705-0049	青少年：地位：家庭：菁英：中國研究：華人社會
PA10705-0082	宇宙微波背景辐射：引力波：弱引力透镜
PG10704-0094	台三線：數位行銷：國際傳播：傳播與科技
PG10704-0095	梅毒：性傳染病：淋菌：生殖道披衣菌：抗藥性監測：標準檢驗方法：分子檢驗方法：分子流行病學
PF10705-0045	環境素養：普通教育體系：技職教育體系：結構方程模式
PA10705-0076	低脈衝重複率：多重路徑幾何軌跡：簡併共振腔：皮秒脈衝：被動式鎖模雷射：摻釹固態雷射
PG10702-0330	射頻熱消融：3d內視鏡：光場：眼科修復醫材技術：生醫補綴貼片：生物可降解凝膠
PG10703-0202	重金屬：膳食暴露：風險評估
PW10703-0571	食品摻偽：摻西檢驗：未知物
PW10703-0573	食品過敏原：物種鑑別：分子生物技術
PW10703-0574	胎盤組織萃取物質：鑑別：液相層析四極柱飛行時間串聯式質譜儀
PW10703-0575	肝素：品質監測：高效液相層析法：分子篩層析法
PW10703-0578	單株抗體：bevacizumab：抗血管內皮生長因子制劑：物化特性分析方法：功能性分析方法
PG10704-0241	前列腺癌：細胞凋亡：氧化壓力：倍半萜類化合物
PG10704-0200	客福簡訊：臺灣客家：客家傳播：客家意象：客家文化
PF10705-0050	沙崙綠能科學城：綠能科技聯合研究中心：綠能科技示範場域：中央研究院南部院區：智慧綠能循環住宅園區：大臺南會展中心
PA10705-0079	石墨烯-二氧化鈦複合材料：矽-二氧化鈦複合材料：鋰離子電池：薄膜電池：負極材料：鍍膜：水熱法
PG10612-0232	縱谷斷層南段：地震活動
PG10612-0231	線蟲：內質網壓力：粒線體
PB10702-2377	離島微電網：市電併聯換流器：電池管理系統：高效率轉換器：低功耗感測器：分散式電源轉換器
PE10702-0194	客家社區產業：社會經濟：社會企業：社會平衡計分卡：台三線
PB10702-2379	無線追蹤感測技術：物聯網之射頻技術：智慧居家看護
PB10702-2380	合成生物學：生化反應：合成生化標記物：囊泡：生化系統設計：設計自動化：程式語言：編譯器
PA10702-0429	擴散映射：隱馬可夫模型
PB10702-2381	精準農業：無毒有機：東台灣：無人機：大數據分析
PC10702-0630	肥厚性心肌病變：次世代定序法：漢人
PF10702-0521	時間偏好：語言：未來式：提示(prime)
PB10702-2072	太赫茲：成像技術：cmos：同調結合：差頻
PB10702-2446	多選項有限回饋式學習：排序式回饋：雙人賽局
PE10702-0216	團結經濟：原住民社會工作：新自由主義：部落產業：社區工作
PB10702-2447	行動群眾感測與計算：行動機會性網路：影響力最大化：實體相遇：虛擬社群網路相遇：馬可夫鏈：行動軌跡
PB10702-2449	中風：上肢復健：虛擬實境：大腦連結性
PB10702-2235	熱電材料：高熱電優值：熱傳導係數：相圖
PB10702-2451	人工智慧：深度學習：多組學分析方案平台：三度空間環境空氣汙染分佈模式與居家遠距照護之互動平台：醫療影像輔助診斷平台：胰臟癌：人工智慧輔助影像系統：統計形態分析：智慧型機器人：健康照護：復健機器人：人工智慧輔具系統：認知心理學：人機互動：語言處理：機器情緒辨識
PB10702-2452	電源轉換器：電力品質：功率因素修正：四開關升降壓轉換器：暫態響應：小信號模型
PF10702-0454	系統性事故(又稱為「組織性事故」：「常態性事故」)：系統障礙：刑事司法轉向機制：緩起訴：起訴猶豫：事故調查：行政調查：刑事偵查
PG10701-0293	lung cancer：pidermal growth factor receptor (egfr)：taiwanese propolis：propolins
PG10703-0028	資訊安全：人工智慧：情資研析：工業控制系統資安：網宇實體系統資安
PG10703-0037	南沖繩海槽：熱液換質：礦化作用：海床攝影觀測：電子顯微鏡
PG10702-0205	醫療服務：國產品：整合性醫療管理服務解決方案：智慧醫療：生技製藥：醫療大健康產業：醫衛南向
PG10702-0170	債務清理法草案：經商環境評比：世界銀行：債務清理指標
PG10702-0201	影像導引系統：影像定位技術：全域光學同調斷層掃描儀：超音波高能溶脂
PG10702-0187	次世代定序：混合型dna：人別鑑識：粒線體dna
PG10701-0473	溫室氣體：能源產業：減量管理
PG10703-0345	自由貿易港區：自由港區：營運績效：前瞻決策分析：產業趨勢
PG10703-0175	追溯：比對：計量：量測：標準傳遞：校正
PG10703-0168	公益通報：吹哨者保護
PG10801-0652	無人飛行載具：uav：森林資源
PG10703-0183	肺癌：低劑量電腦斷層：篩檢：不吸菸：性別議題
PW10703-0146	巨大細胞瘤：復發：denosumab
PW10703-0149	癌症起始幹細胞：dna雙鏈斷裂：dna損傷反應：atm和atr：內質網壓力：dna複製壓力：逆分化
PW10703-0263	骨巨細胞瘤：標靶加強轉錄組測序
PW10703-0212	肺癌：癌症篩檢：微核糖核酸：胞外囊泡：生物標記
PW10703-0226	溝通：教育：醫院內轉送：病人安全
PW10703-0233	磁振造影：磁振頻譜：頭痛：叢發性頭痛：下視丘
PW10703-0234	家族性高膽固醇症：基因診斷：次世代靶基因定序法
PW10703-0235	中性白血球：肺部發炎與纖維化
PG10703-0279	臺三線：客庄：文化觀光：社會網絡分析：網路口碑
PW10703-0564	血管增生：肌肉皮瓣：神經壓傷：神經再生
PW10703-0570	短期國際醫療：臺中榮民總醫院
PW10703-0521	關節炎：褪黑激素：介白素-1b：腫瘤壞死因子-α
PW10703-0555	上肢：復健運動：乳癌：活動度：疲憊：生活品質
PW10703-0401	心臟x症候群 (cardiac syndrome x：csx)：冠狀動脈心臟病 (coronary artery disease：cad)：葡萄糖耐受性測試 (oral glucose tolerance test：ogtt)
PW10703-0436	紫外線光照治療：表皮微生物菌叢
PW10703-0413	漿液型：子宮內膜癌：pd-1：pd-l1/2：腫瘤浸潤性淋巴細胞
PW10703-0415	安寧照護：癌症：肝硬化：失智症：醫療利用：醫療花費
PW10703-0422	細胞性排斥：第三誘餌受體：腎皮質注射：活化t細胞
PW10703-0423	鼻咽癌：遠處轉移：fibronectin
PG10704-0007	結核病：全基因體：監測
PG10704-0011	人類免疫缺乏病毒：西方墨點法：核酸檢測：空窗期
PA10705-0077	有機發光二極體：溶液製程：刮刀塗佈：效能
PE10705-0022	臺灣現代藝術：全球化：西化：巴黎雙年展：聖保羅雙年展：國立歷史博物館：美國新聞處：蕭勤：東方畫展：何政廣：安德魯魏斯
PF10705-0051	全球金融危機：金融監理：系統性風險：傳染性風險：影子銀行：中央銀行：最終貸款人：吸收存款
PE10705-0025	否定詞：虛否定：句法語用介面
PF10705-0053	社區創生：參與式行動研究：設計思考：人文創新與社會實踐
PB10705-0083	工作脈絡：脈絡洞察：脈絡感知：媒體空間：電腦輔助合作工作
PA10705-0084	植物萃取物：螢光性奈米材料：延緩老化：保養品：檢測平台
PC10705-0081	全基因外顯子定序：神經基因性疾病
PG10705-0001	頻率使用費：無線電頻譜：頻譜管理成本：頻譜經濟價值
PA10705-0069	食品安全：快篩試劑：農藥感測器：待克利檢測：橫向流動免疫分析：功能性奈米材料：表面修飾
PD10705-0010	食品包裝：奈米銀：奈米黏土：數據資訊探索：自噬作用：斑馬魚：生物指標
PF10705-0046	翻轉教室學習模式：學習分析：自我導向學習策略
PG10702-0339	在地產業：聚落：傳統產業：研發聯盟
PG10703-0054	颱風與波浪：應用地球物理
PG10703-0210	數位匯流：跨業經營：投資整併：市場競爭：監理機制
PW10703-0576	登革熱：ns1抗原：快篩診斷試劑
PW10703-0577	非無菌藥品：微生物品質：背景資料
PW10703-0579	新興影響精神活性物質
PW10703-0580	生物藥品：檢驗基準：疫苗檢驗
PG10703-0327	綠能：節能：再生能源：驗證平台：鋁電池：太陽光電：儲能系統：壓縮機
PG10703-0331	地下水庫活化：河川出入滲率量測：氫氧同位素調查：重力與地電阻聯合調查：地表地下聯合營運
PG10703-0329	思覺失調症：ampa受體：基因突變：標的定序法：轉譯醫學
PG10704-0076	節能服務：整合系統：資料倉儲：線上分析處理
PG10704-0140	5g小基站：射頻收發機：功率放大器：超高密度網路系統：網路級多輸入多輸出：多重無線接取技術：國際行動通訊2020：第三代合作夥伴計畫
PG10706-0080	新生兒：聽力篩檢：成本效益分析：性別分析
PG10704-0161	老人：飲食指引：食物質地標準：咀嚼：介護食品
PG10701-0007	肺癌：癌症免疫治療：表觀遺傳治療
PB10702-2386	胞外囊泡：胞外泌體：外吐小體：脂蛋白：微流體：生醫微機電：數位聚合酶鏈鎖反應：自動化
PB10702-2111	鋅空氣二次電池：電極腐蝕：枝晶成長：鋅合金電極：添加劑：臨場txm
PB10702-2387	智慧載具：多元感測資訊融合：智慧監控：自主移動：行動人物識別：人物追隨：巡邏導引：情緒辨識：智慧問答：智能人機互動：群體機器人協作
PB10702-2388	直方圖等化：情境失真：色調維持：飽和度控制：影像品質評估：深度學習
